business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Notes
U001,0200769623,WAL-MAR us,2020-05-09,2020.0,1930801407.0,2020-04-20,20200418,20200420,2020-05-05,USD,RV,1.0,,30422.84,20200420.0,NAH4,1930801407.0,1,
U001,0200786288,FAMILY co,2020-05-03,2020.0,1930788072.0,2020-04-17,20200415,20200417,2020-05-02,USD,RV,1.0,,13421.72,20200417.0,NAC6,1930788072.0,1,
U001,0200762301,C&S WH llc,2020-03-27,2020.0,1930637809.0,2020-03-11,20200311,20200311,2020-03-26,USD,RV,1.0,,23148.36,20200311.0,NAC6,1930637809.0,1,
U001,0200769623,WAL-MAR in,2020-04-11,2020.0,1930685028.0,2020-03-23,20200321,20200323,2020-04-07,USD,RV,1.0,,4272.16,20200323.0,NAH4,1930685028.0,1,
U001,0200762301,C&S WH corporation,2020-03-21,2020.0,1930619164.0,2020-03-06,20200307,20200306,2020-03-21,USD,RV,1.0,,92297.69,20200306.0,NAC6,1930619164.0,1,
U001,0200744019,TARG in,2020-05-20,2020.0,1930852533.0,2020-05-05,20200502,20200505,2020-05-20,USD,RV,1.0,,9791.27,20200505.0,NAA8,1930852533.0,1,
CA02,0140104429,COSTCO corp,2020-03-07,2020.0,2960618229.0,2020-03-02,20200302,20200302,2020-03-14,CAD,RV,1.0,,2201.38,20200304.0,CA10,2960618229.0,1,
U001,0200772595,SAFEW ,2020-04-10,2020.0,1930709438.0,2020-03-27,20200327,20200327,2020-04-11,USD,RV,1.0,,91573.38,20200327.0,NAA8,1930709438.0,1,
U001,0200769623,WAL-MAR co,2020-05-14,2020.0,1930838924.0,2020-05-01,20200429,20200501,2020-05-16,USD,RV,1.0,,24785.22,20200501.0,NAH4,1930838924.0,1,
CA02,0140104440,SO systems,2020-05-11,2020.0,2960633410.0,2020-05-05,20200505,20200505,2020-05-15,CAD,RV,1.0,,8845.08,20200505.0,CA10,2960633410.0,1,
U001,0200769623,WAL-MAR us,2020-03-25,2020.0,1930619318.0,2020-03-07,20200307,20200307,2020-03-22,USD,RV,1.0,,15916.76,20200307.0,NAH4,1930619318.0,1,
U001,0200772670,ASSOCIAT in,2020-05-18,2020.0,1930855130.0,2020-05-03,20200503,20200503,2020-05-18,USD,RV,1.0,,7629.93,20200503.0,NAU5,1930855130.0,1,
U001,0200726979,BJ'S  associates,2020-03-29,2020.0,1930647469.0,2020-03-15,20200313,20200315,2020-03-30,USD,RV,1.0,,17033.43,20200315.0,NAA8,1930647469.0,1,
U001,0200769623,WAL-MAR us,2020-04-18,2020.0,1930717532.0,2020-03-30,20200328,20200330,2020-04-14,USD,RV,1.0,,35882.82,20200330.0,NAH4,1930717532.0,1,
U001,0200769623,WAL-MAR corp,2020-04-14,2020.0,1930706903.0,2020-03-27,20200326,20200327,2020-04-11,USD,RV,1.0,,15628.19,20200327.0,NAH4,1930706903.0,1,
U001,0200769623,WAL-MAR ,2020-05-12,2020.0,1930825731.0,2020-04-26,20200425,20200426,2020-05-11,USD,RV,1.0,,4418.36,20200426.0,NAH4,1930825731.0,1,
U001,0200726979,BJ'S  trust,2020-04-30,2020.0,1930785104.0,2020-04-15,20200414,20200415,2020-04-30,USD,RV,1.0,,229.63,20200415.0,NAA8,1930785104.0,1,
U001,0200769623,WAL-MAR associates,2020-03-18,2020.0,1930580841.0,2020-03-01,20200229,20200301,2020-03-16,USD,RV,1.0,,18641.89,20200301.0,NAH4,1930580841.0,1,
U001,0200705742,DOT ,2020-05-04,2020.0,1930808460.0,2020-04-20,20200421,20200420,2020-05-05,USD,RV,1.0,,50840.85,20200420.0,NAA8,1930808460.0,1,
U001,0200782669,SYGMA trust,2020-03-25,2020.0,1930632922.0,2020-03-13,20200310,20200313,2020-03-28,USD,RV,1.0,,3816.89,20200313.0,NAA8,1930632922.0,1,
U001,0200792293,UNIFIE corporation,2020-04-13,2020.0,1930720172.0,2020-03-30,20200330,20200330,2020-04-14,USD,RV,1.0,,24186.82,20200330.0,NAA8,1930720172.0,1,
U001,0200790107,ROU associates,2020-03-18,2020.0,1930598512.0,2020-03-03,20200304,20200303,2020-03-18,USD,RV,1.0,,119897.51,20200303.0,NAC6,1930598512.0,1,
U001,0200721222,GO in,2020-04-06,2020.0,1930687272.0,2020-03-23,20200323,20200323,2020-04-07,USD,RV,1.0,,57529.3,20200323.0,NAA8,1930687272.0,1,
U001,0200793830,M corporation,2020-04-06,2020.0,1930702076.0,2020-03-25,20200325,20200325,2020-04-09,USD,RV,1.0,,18479.62,20200325.0,NAA8,1930702076.0,1,
U001,CCU013,KRAFT F systems,2020-02-23,2020.0,1930685849.0,2020-03-27,20200323,20200327,2020-03-27,USD,RV,1.0,,16122.2,20200327.0,NAX2,1930685849.0,1,
U001,0200769623,WAL-MAR corp,2020-05-24,2020.0,1930856562.0,2020-05-06,20200504,20200506,2020-05-21,USD,RV,1.0,,41301.5,20200506.0,NAH4,1930856562.0,1,
U001,0200759878,SA in,2020-04-23,2020.0,1930768940.0,2020-04-10,20200409,20200410,2020-04-25,USD,RV,1.0,,23450.14,20200410.0,NAH4,1930768940.0,1,
U001,0200726979,BJ'S  us,2020-05-20,2020.0,1930875583.0,2020-05-07,20200507,20200507,2020-05-22,USD,RV,1.0,,2461.22,20200507.0,NAA8,1930875583.0,1,
U001,0200739006,AL us,2020-05-04,2020.0,1930800111.0,2020-04-20,20200418,20200420,2020-05-05,USD,RV,1.0,,21300.0,20200420.0,NAA8,1930800111.0,1,
U001,0200416837,DEC systems,2020-03-27,2020.0,1930674742.0,2020-03-20,20200320,20200320,2020-03-26,USD,RV,1.0,,17844.63,20200316.0,NAM2,1930674742.0,1,
U001,0200743129,BROOKS associates,2020-04-23,2020.0,1930773174.0,2020-04-09,20200410,20200409,2020-04-24,USD,RV,1.0,,51465.25,20200409.0,NAA8,1930773174.0,1,
U001,0200792293,UNIFIE co,2020-04-30,2020.0,1930788169.0,2020-04-16,20200415,20200416,2020-05-01,USD,RV,1.0,,40326.48,20200416.0,NAA8,1930788169.0,1,
CA02,0140104240,FEDER associates,2020-04-17,2020.0,2960626308.0,2020-04-02,20200402,20200402,2020-04-20,CAD,RV,1.0,,160422.86,20200410.0,CA10,2960626308.0,1,
U001,0200769623,WAL-MAR corp,2020-04-17,2020.0,1930719757.0,2020-03-30,20200330,20200330,2020-04-14,USD,RV,1.0,,1898.2,20200330.0,NAH4,1930719757.0,1,
U001,0200769623,WAL-MAR us,2020-04-20,2020.0,1930743926.0,2020-04-03,20200403,20200403,2020-04-18,USD,RV,1.0,,471.56,20200403.0,NAH4,1930743926.0,1,
U001,0200580232,INTERR foundation,2020-03-23,2020.0,1930652512.0,2020-03-13,20200314,20200313,2020-03-23,USD,RV,1.0,,36909.25,20200313.0,NA10,1930652512.0,1,
U001,0200769623,WAL-MAR corp,2020-05-04,2020.0,1930793246.0,2020-04-17,20200416,20200417,2020-05-02,USD,RV,1.0,,1991.84,20200417.0,NAH4,1930793246.0,1,
U001,0200726979,BJ'S  us,2020-05-04,2020.0,1930799264.0,2020-04-20,20200418,20200420,2020-05-05,USD,RV,1.0,,59512.35,20200420.0,NAA8,1930799264.0,1,
U001,200772670,ASSOCIAT foundation,2020-04-10,2020.0,1930714604.0,2020-03-27,20200328,20200327,2020-04-11,USD,RV,1.0,,18995.71,20200327.0,NAU5,1930714604.0,1,
U001,0200769623,WAL-MAR us,2020-05-03,2020.0,1930787620.0,2020-04-16,20200414,20200416,2020-05-01,USD,RV,1.0,,5975.52,20200416.0,NAH4,1930787620.0,1,
U001,0200769623,WAL-MAR ,2020-04-23,2020.0,1930741653.0,2020-04-04,20200403,20200404,2020-04-19,USD,RV,1.0,,41560.06,20200404.0,NAH4,1930741653.0,1,
U001,0200769623,WAL-MAR systems,2020-05-01,2020.0,1930775191.0,2020-04-12,20200411,20200412,2020-04-27,USD,RV,1.0,,15513.33,20200412.0,NAH4,1930775191.0,1,
U001,0200744019,TARG us,2020-05-13,2020.0,1930835864.0,2020-04-30,20200429,20200430,2020-05-15,USD,RV,1.0,,9862.64,20200430.0,NAA8,1930835864.0,1,
U001,0200769623,WAL-MAR us,2020-03-22,2020.0,1930593891.0,2020-03-04,20200304,20200304,2020-03-19,USD,RV,1.0,,78536.39,20200304.0,NAH4,1930593891.0,1,
U001,0200707822,PUBLI corporation,2020-04-07,2020.0,1930731867.0,2020-04-01,20200402,20200401,2020-04-16,USD,RV,1.0,,37173.44,20200401.0,NAA8,1930731867.0,1,
U001,0100012638,99 CE co,2020-05-07,2020.0,1930814176.0,2020-04-23,20200422,20200423,2020-05-08,USD,RV,1.0,,23375.48,20200423.0,NAA8,1930814176.0,1,
U001,0200726979,BJ'S  co,2020-05-21,2020.0,1930862154.0,2020-05-06,20200506,20200506,2020-05-21,USD,RV,1.0,,444.23,20200506.0,NAA8,1930862154.0,1,
U001,0200769623,WAL-MAR us,2020-05-11,2020.0,1930814037.0,2020-04-23,20200422,20200423,2020-05-08,USD,RV,1.0,,23187.45,20200423.0,NAH4,1930814037.0,1,
U001,0200020431,DEC llc,2020-06-02,2020.0,1930860610.0,2020-05-05,20200505,20200505,2020-05-24,USD,RV,1.0,,427.68,20200501.0,NAM4,1930860610.0,1,
U001,0200723794,MID MO corp,2020-05-23,2020.0,1930595787.0,2020-03-03,20200303,20200303,2020-05-07,USD,RV,1.0,,865.54,20200303.0,NAGD,1930595787.0,1,
U001,0200337148,COAS us,2020-04-12,2020.0,1930703967.0,2020-03-25,20200325,20200325,2020-04-09,USD,RV,1.0,,1594.66,20200325.0,NAA8,1930703967.0,1,
U001,0200706844,WINC in,2020-05-13,2020.0,1930835884.0,2020-04-29,20200429,20200429,2020-05-14,USD,RV,1.0,,3592.12,20200429.0,NAA8,1930835884.0,1,
U001,0200759878,SA associates,2020-05-02,2020.0,1930797924.0,2020-04-19,20200417,20200419,2020-05-04,USD,RV,1.0,,21992.33,20200419.0,NAH4,1930797924.0,1,
U001,0200705372,FR corp,2020-03-18,2020.0,1930593157.0,2020-03-04,20200303,20200304,2020-03-19,USD,RV,1.0,,12670.78,20200304.0,NAA8,1930593157.0,1,
U001,0200743996,STATER  associates,2020-04-29,2020.0,1930787656.0,2020-04-15,20200415,20200415,2020-04-30,USD,RV,1.0,,55870.64,20200415.0,NAA8,1930787656.0,1,
CA02,140104429,COSTCO corp,2020-03-29,2020.0,2960621580.0,2020-03-18,20200318,20200318,2020-03-30,CAD,RV,1.0,,6604.15,20200320.0,CA10,2960621580.0,1,
U001,0200353024,DECA ,2020-03-12,2020.0,1930605963.0,2020-03-05,20200305,20200305,2020-03-11,USD,RV,1.0,,678.16,20200301.0,NAM2,1930605963.0,1,
U001,200762301,C&S WH corp,2020-03-30,2020.0,1930661124.0,2020-03-17,20200317,20200317,2020-04-01,USD,RV,1.0,,20026.05,20200317.0,NAC6,1930661124.0,1,
U001,0200769623,WAL-MAR ,2020-04-14,2020.0,1930718153.0,2020-03-30,20200329,20200330,2020-04-14,USD,RV,1.0,,12012.41,20200330.0,NAH4,1930718153.0,1,
U001,0200759878,SA co,2020-03-17,2020.0,1930586833.0,2020-03-03,20200302,20200303,2020-03-18,USD,RV,1.0,,31654.43,20200303.0,NAH4,1930586833.0,1,
U001,0200769623,WAL-MAR corporation,2020-03-16,2020.0,1930569912.0,2020-02-27,20200225,20200227,2020-03-13,USD,RV,1.0,,43708.74,20200227.0,NAH4,1930569912.0,1,
U001,0200418007,AM co,2020-07-15,2020.0,1930685333.0,2020-03-23,20200322,20200323,2020-05-27,USD,RV,1.0,,63.12,20200323.0,NAGD,1930685333.0,1,
U001,0200769623,WAL-MAR co,2020-05-11,2020.0,1930820853.0,2020-04-23,20200423,20200423,2020-05-08,USD,RV,1.0,,6252.68,20200423.0,NAH4,1930820853.0,1,
U001,0200782001,GORDO foundation,2020-04-04,2020.0,1930652031.0,2020-03-20,20200314,20200320,2020-04-04,USD,RV,1.0,,23019.64,20200320.0,NAA8,1930652031.0,1,
U001,0200769623,WAL-MAR corp,2020-05-05,2020.0,1930797132.0,2020-04-17,20200416,20200417,2020-05-02,USD,RV,1.0,,9026.81,20200417.0,NAH4,1930797132.0,1,
U001,0200416837,DEC in,2020-06-01,2020.0,1930858704.0,2020-05-05,20200505,20200505,2020-05-24,USD,RV,1.0,,5713.67,20200501.0,NAM4,1930858704.0,1,
U001,0200769623,WAL-MAR associates,2020-05-22,2020.0,1930855708.0,2020-05-06,20200503,20200506,2020-05-21,USD,RV,1.0,,52671.32,20200506.0,NAH4,1930855708.0,1,
U001,0200424504,M  corporation,2020-04-16,2020.0,1930860194.0,2020-05-06,20200505,20200506,2020-05-15,USD,RV,1.0,,224.9,20200515.0,NACH,1930860194.0,1,
U001,0200769623,WAL-MAR foundation,2020-03-18,2020.0,1930580926.0,2020-03-01,20200229,20200301,2020-03-16,USD,RV,1.0,,9802.64,20200301.0,NAH4,1930580926.0,1,
U001,100000222,SMITHFIE associates,2020-05-22,2020.0,1930866082.0,2020-05-07,20200506,20200507,2020-05-22,USD,RV,1.0,,46505.4,20200507.0,NAA8,1930866082.0,1,
U001,0200726979,BJ'S  co,2020-05-07,2020.0,1930822130.0,2020-04-24,20200424,20200424,2020-05-09,USD,RV,1.0,,495.93,20200424.0,NAA8,1930822130.0,1,
U001,200769623,WAL-MAR trust,2020-05-29,2020.0,1930881216.0,2020-05-09,20200508,20200509,2020-05-24,USD,RV,1.0,,3270.04,20200509.0,NAH4,1930881216.0,1,
U001,0200780849,LAUREL associates,2020-05-19,2020.0,1930855962.0,2020-05-04,20200504,20200504,2020-05-19,USD,RV,1.0,,53401.3,20200504.0,NAA8,1930855962.0,1,
U001,0200749782,KROG associates,2020-04-09,2020.0,1930713812.0,2020-03-28,20200327,20200328,2020-04-12,USD,RV,1.0,,8823.75,20200328.0,NAA8,1930713812.0,1,
U001,0200706844,WINC foundation,2020-05-13,2020.0,1930838577.0,2020-04-29,20200429,20200429,2020-05-14,USD,RV,1.0,,5152.68,20200429.0,NAA8,1930838577.0,1,
CA02,0140106408,WAL-M ,2020-04-11,2020.0,2960627863.0,2020-04-10,20200410,20200410,2020-04-21,CAD,RV,1.0,,6607.56,20200411.0,CA10,2960627863.0,1,
U001,0200418007,AM foundation,2020-04-07,2020.0,1930686059.0,2020-03-23,20200322,20200323,2020-04-07,USD,RV,1.0,,163958.39,20200323.0,NAA8,1930686059.0,1,
U001,0200769623,WAL-MAR co,2020-04-04,2020.0,1930653295.0,2020-03-17,20200316,20200317,2020-04-01,USD,RV,1.0,,892.44,20200317.0,NAH4,1930653295.0,1,
U001,0200743129,BROOKS corporation,2020-07-23,2020.0,1930808268.0,2020-04-21,20200421,20200421,2020-06-25,USD,RV,1.0,,13845.9,20200421.0,NAGD,1930808268.0,1,
U001,0200759878,SA trust,2020-05-04,2020.0,1930805288.0,2020-04-21,20200421,20200421,2020-05-06,USD,RV,1.0,,28098.0,20200421.0,NAH4,1930805288.0,1,
U001,0200769623,WAL-MAR systems,2020-03-15,2020.0,1930583678.0,2020-03-02,20200229,20200302,2020-03-17,USD,RV,1.0,,838.2,20200302.0,NAH4,1930583678.0,1,
CA02,0140104440,SO corporation,2020-03-24,2020.0,2960622688.0,2020-03-20,20200320,20200320,2020-03-30,CAD,RV,1.0,,99355.78,20200320.0,CA10,2960622688.0,1,
